NO,Predict,aat0dem,aat10dem,asp,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,clay,dem,eco,im,lst,lucc,mor,ndvi,pa,sand,silt,slope,soil,tadem,veg,water
4227,0,52803,47987,140.882,146,254,33,1238,199,39,50,529,145,529,157,79,24,8581,306,-14,320,254,103,36,254,2,5386,14182,22,41,6339,13160,39,25,33.0888,23119100,145,580,3273.04
10019,0,47621,41865,199.654,143,250,30,1462,245,44,48,601,164,574,181,76,23,8514,301,-17,318,225,52,31,331,2,8051,1428,21,51,6341,15486,36,33,4.7213,23121122,131,31,2709.36
12155,0,55411,49448,330.362,161,268,48,1497,258,44,53,667,153,542,174,77,24,8539,319,0,319,202,69,36,214,2,8174,14359,22,41,6344,16055,39,25,20.3411,23121120,152,207,636.909
5756,0,54589,48868,39.1933,156,260,45,1627,275,48,52,717,166,589,192,77,24,8354,312,-2,314,196,66,36,196,2,8261,14331,21,47,6344,16109,39,25,24.9826,23121120,150,118,18445.1
4111,0,61474,56513,225,173,283,58,1437,240,44,48,602,168,511,181,78,24,8758,338,15,323,215,82,15,5,1,7084,14491,123,11,6346,14790,52,33,0.900242,23116142,168,5772,2933.93
4100,0,55322,49387,216.085,162,268,50,1589,267,48,51,691,168,578,189,79,24,8451,320,2,318,203,72,36,219,3,7542,14445,31,41,6346,15578,39,25,22.0772,23119100,152,206,9174.52
11156,0,51251,44040,270.591,149,257,36,1226,198,39,51,525,142,525,157,79,24,8586,309,-11,320,257,107,36,277,2,5568,14198,21,41,6346,13311,39,25,28.321,23121120,141,169,1830.03
12551,0,57181,50668,79.3151,170,276,57,1599,265,48,49,674,174,593,192,80,25,8496,330,10,320,210,80,36,73,1,6314,1451,113,31,6347,14587,39,25,16.6803,23121120,157,4341,4718.63
7571,0,56052,49934,273.366,163,271,49,1428,254,39,52,599,146,566,152,81,25,8625,325,2,323,205,70,,223,2,8049,1433,21,50,6347,16168,,,20.7282,23110120,153,2402,888.354
10767,0,55658,49692,270,154,259,41,1508,261,42,53,661,152,559,168,75,23,8471,309,-4,313,194,62,12,301,2,7333,14373,21,41,6349,15417,62,26,21.5265,23115192,152,4311,1183.69
6203,0,49997,43118,108.208,144,249,35,1594,274,42,52,666,159,644,166,78,24,8320,301,-12,313,226,55,26,395,2,7319,14331,21,52,6353,15495,33,41,23.9641,23115192,137,2402,6549.87
7333,0,57900,50572,85.7636,161,268,47,1480,259,43,52,638,152,550,176,77,24,8637,320,0,320,202,67,31,128,2,12522,14275,21,34,6354,17122,36,33,8.55379,23124100,159,0,163.869
5707,0,53462,45166,25.8664,150,257,35,1443,245,44,48,597,162,560,180,77,24,8611,309,-11,320,233,57,12,298,1,8228,,111,52,6354,15602,62,26,22.1705,23115182,147,207,1501.82
10240,0,47376,41620,49.4749,148,255,33,1460,249,43,49,607,159,568,176,76,23,8619,306,-13,319,231,55,12,304,2,8447,14245,21,41,6355,15859,62,26,24.3774,23115192,130,118,14617.2
10921,0,52581,44708,87.1376,159,268,43,1399,243,42,49,585,153,536,171,77,23,8775,321,-4,325,243,65,12,135,2,8593,14211,21,51,6358,16008,63,25,6.34805,23115182,144,213,8301.42
13181,0,56053,49875,150.751,165,271,52,1568,263,48,51,682,167,568,188,79,24,8510,325,5,320,205,74,36,227,1,7462,14419,113,41,6361,15513,39,25,17.6598,23121120,154,206,8279.05
7004,0,56145,49905,163.61,159,264,48,1628,272,49,51,703,171,596,192,78,24,8399,315,0,315,200,69,36,314,2,7433,14419,21,41,6361,15488,39,25,26.2075,23121120,154,206,7782.18
931,1,59738,52497,45,169,278,52,1297,231,32,54,577,131,486,139,75,23,8762,329,6,323,210,75,,5,4,6138,14339,41,11,6364,14505,,,0.900242,23125100,163,,217.043
927,1,59769,52497,270,169,278,52,1297,231,32,54,577,131,486,139,75,23,8762,329,6,323,210,75,,8,4,6113,14339,41,11,6364,14486,,,0.636594,23125100,163,,492.782
9769,0,54407,48652,278.13,146,253,35,1561,273,39,53,667,150,655,156,81,25,8414,304,-12,316,229,56,26,369,2,7190,14335,21,51,6365,15128,33,41,4.49235,23110120,149,2402,4839.1
11995,0,54012,48565,84.2894,160,270,44,1338,228,42,48,553,157,524,173,79,24,8752,323,-2,325,244,67,36,132,2,8432,14272,21,32,6365,15640,39,25,15.5978,23121120,148,2402,456.75
13167,0,36345,31124,313.091,111,209,6,1810,288,49,48,731,184,700,208,70,23,7849,255,-41,296,187,26,25,1253,2,8391,13962,21,62,6368,15666,45,30,13.2698,23110122,95,4311,5552.25
13363,0,61262,56391,180,174,283,58,1452,241,45,47,602,172,519,184,77,23,8762,339,16,323,215,83,15,7,3,6875,14515,31,11,6369,14750,52,33,3.17983,23116142,168,5772,995.973
7284,0,57757,50942,346.608,171,277,58,1564,262,47,50,674,169,569,190,81,25,8554,332,10,322,212,80,36,67,2,7162,14497,21,31,6369,15368,39,25,6.8387,23121120,159,5772,4617.71
6862,0,58122,51186,90,171,277,58,1571,262,48,51,677,170,571,192,81,25,8528,332,10,322,211,80,36,60,2,7179,14497,21,31,6369,15387,39,25,0.954841,23121120,159,213,3995.26
11245,0,57308,51037,180,162,274,45,1240,210,40,48,512,148,499,158,80,24,8886,327,-3,330,248,68,29,16,1,6032,1446,113,11,6369,13968,33,38,0,23119100,157,580,826.61
9615,0,50667,43516,14.8586,151,257,40,1543,268,42,51,643,156,614,164,79,25,8395,309,-5,314,233,61,26,413,2,7708,14293,21,51,6369,15887,33,41,15.7293,23110120,138,2402,3016.12
13980,0,49867,42933,290.266,148,254,35,1536,262,45,49,638,167,581,192,76,23,8491,306,-12,318,230,56,25,335,2,8532,14238,21,51,6371,15722,42,33,21.0537,23121124,137,1081,988.136
9215,0,57819,51063,219.369,151,258,41,1512,265,40,52,632,151,612,155,80,25,8417,311,-6,317,234,61,26,350,2,8032,14332,21,41,6372,16018,33,41,15.6564,23110120,158,2402,1722.98
1670,1,58648,51830,81.8699,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,0,1,7449,14433,123,11,6374,15555,21,38,2.24963,23121124,161,5772,425.444
1671,1,58648,51830,270,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,10,1,7453,14433,123,11,6374,15558,21,38,0.318307,23121124,161,5772,109.388
1672,1,58648,51830,360,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,1,1,7449,14433,123,11,6374,15555,21,38,2.5448,23121124,161,5772,301.106
1673,1,58648,51830,53.9726,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,4,1,7449,14433,123,11,6374,15555,21,38,4.32127,23121124,161,5772,329.585
1674,1,58648,51830,315,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,8,1,7453,14433,123,11,6374,15558,21,38,1.80004,23121124,161,5772,137.867
1675,1,58648,51830,296.565,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,1,1,7449,14433,123,11,6374,15555,21,38,1.42323,23121124,161,5772,521.303
1676,1,58648,51830,54.4623,167,277,52,1320,237,35,52,561,133,510,140,77,23,8735,328,6,322,251,72,41,2,1,7449,14433,123,11,6374,15555,21,38,2.73612,23121124,161,5772,329.585
1679,1,58648,51830,180,167,277,52,1321,238,35,52,562,133,511,140,77,23,8746,328,6,322,251,72,41,5,1,7456,14433,123,11,6374,15561,21,38,0,23121124,161,5772,151.188
1680,1,58648,51830,243.435,167,277,52,1321,238,35,52,562,133,511,140,77,23,8746,328,6,322,251,72,41,4,1,7456,14433,123,11,6374,15560,21,38,1.42323,23121124,161,5772,265.865
1681,1,58648,51830,180,167,277,52,1321,238,35,52,562,133,511,140,77,23,8746,328,6,322,251,72,41,5,1,7456,14433,123,11,6374,15560,21,38,1.27303,23121124,161,5772,265.865
1682,1,58648,51830,26.5651,167,277,52,1321,238,35,52,562,133,511,140,77,23,8746,328,6,322,251,72,41,5,1,7456,14433,123,11,6374,15561,21,38,1.42323,23121124,161,5772,265.865
1677,1,58648,51830,323.13,167,277,52,1321,238,35,52,562,133,511,140,77,23,8746,328,6,322,251,72,41,6,1,7456,14433,123,11,6374,15561,21,38,1.59114,23121124,161,5772,151.188
1678,1,58648,51830,23.9625,167,277,52,1321,238,35,52,562,133,511,140,77,23,8746,328,6,322,251,72,41,10,1,7456,14433,123,11,6374,15561,21,38,3.13187,23121124,161,5772,52.4696
8056,0,57845,50909,300.379,167,271,56,1651,274,49,51,714,176,601,202,81,25,8377,325,6,319,207,77,22,199,2,7641,14471,22,41,6375,15972,51,27,20.4809,23121120,159,77,5310.61
10164,0,57904,50909,118.156,167,271,56,1651,274,49,51,714,176,601,202,81,25,8377,325,6,319,207,77,22,118,2,7647,14471,22,41,6375,15982,51,27,24.1031,23121120,159,77,5216.02
9260,0,57460,51158,32.4712,162,274,43,1208,204,38,48,499,144,491,151,81,24,8967,327,-4,331,249,67,29,10,5,5211,1443,52,11,6376,13271,33,38,4.14302,23119100,157,580,1021.18
13751,0,56145,49996,141.116,162,270,49,1450,256,40,52,611,149,567,157,80,24,8591,324,2,322,203,70,26,111,3,7675,14343,31,45,6379,15854,33,41,12.4756,23110120,154,2402,4088.74
9500,0,54935,47728,348.959,141,243,31,1723,295,47,51,736,173,637,207,74,23,8232,293,-16,309,181,51,36,616,2,19058,14264,21,52,6379,18625,39,25,13.0655,23121120,151,31,10457.1
13002,0,51306,43883,216.87,148,253,37,1580,272,42,52,660,158,633,166,78,24,8395,305,-10,315,230,58,26,621,2,7023,143,21,50,6380,15202,33,41,7.90716,23110120,140,31,4907.22
11154,0,51726,44126,132.879,158,262,47,1627,274,48,52,715,168,589,193,78,24,8369,314,-1,315,199,68,36,273,3,8337,14396,31,41,6385,16214,39,25,17.6623,23121120,142,207,17565.6
5425,0,47409,41774,232.734,144,251,31,1449,242,44,48,595,164,571,179,76,23,8550,302,-16,318,227,52,31,464,2,8044,14217,21,51,6385,15481,36,33,17.8028,23121120,130,207,1386.6
4206,0,47682,41896,324.462,142,249,29,1480,248,44,48,609,164,580,181,76,23,8518,300,-18,318,225,51,36,406,2,8056,142,21,52,6387,15493,39,25,33.7853,23121120,131,118,715.931
9255,0,47713,41896,51.5819,151,258,36,1430,243,43,48,591,161,556,178,77,23,8648,311,-11,322,234,58,36,272,2,8062,142,21,52,6387,15496,39,25,11.6198,23121120,131,31,51.6623
11428,0,53526,45289,351.469,157,267,41,1382,238,42,49,575,155,536,170,78,24,8770,319,-5,324,242,63,31,181,2,8494,14242,21,41,6389,15929,36,33,18.627,23121122,147,118,10989.8
11000,0,53526,45289,19.29,157,267,41,1382,238,42,49,575,155,536,170,78,24,8770,319,-5,324,242,63,31,127,2,8488,14242,21,41,6389,15923,36,33,6.71396,23121122,147,118,10816
11113,0,52749,44030,5.371,152,251,37,1726,298,47,52,755,173,621,213,76,24,8289,302,-9,311,188,57,12,409,2,11983,14296,21,41,6392,17386,62,26,33.1392,23115192,145,31,2482.42
5852,0,50056,43148,350.272,145,246,32,1620,277,42,52,679,159,659,167,77,24,8303,297,-15,312,223,53,26,648,2,6907,14289,21,52,6394,15136,33,41,21.5323,23110120,137,2402,7669.21
12784,0,55480,49694,176.186,154,261,41,1458,257,39,52,623,145,559,156,74,23,8536,310,-5,315,193,61,31,284,3,7398,14291,31,41,6395,15526,36,33,22.665,23121122,152,213,1296.27
6297,0,47744,41896,156.801,150,258,35,1436,244,43,48,594,161,559,179,77,23,8642,310,-12,322,233,57,36,341,2,8078,14195,21,52,6395,15506,39,25,24.9577,23121120,131,207,1070
4016,0,49288,42474,17.5256,142,248,30,1548,263,44,49,645,163,597,183,74,23,8480,298,-16,314,224,51,12,524,2,10370,14245,21,51,6397,16303,62,26,18.3703,23115192,135,213,13302.2
10589,0,51892,45776,270,137,239,27,1750,297,48,51,740,176,652,209,73,23,8207,287,-20,307,177,47,36,797,2,18558,14235,21,52,6398,18483,39,25,20.4164,23121120,142,2402,13521.9
8754,0,53865,48657,307.875,157,267,41,1279,214,41,48,526,152,517,163,80,24,8782,321,-6,327,242,64,31,176,2,6384,14273,21,41,6400,14165,36,33,10.7596,23121122,148,1081,4765.58
7326,0,49416,42874,92.0096,152,259,37,1422,241,43,48,587,161,553,179,77,23,8617,312,-10,322,235,59,36,312,2,8175,1424,21,51,6402,15568,39,25,17.5814,23121120,136,31,2642.21
5865,0,56595,50056,12.5288,163,267,51,1644,276,48,52,727,170,589,200,81,25,8379,320,1,319,203,72,36,292,2,8436,1446,21,41,6403,16370,39,25,11.5785,23121120,155,207,13931.9
6992,0,49169,42597,148.707,150,258,35,1479,253,44,49,615,162,568,183,76,23,8619,309,-10,319,233,57,12,342,2,8594,14223,21,52,6406,15821,62,26,18.3439,23115192,135,118,10919.1
5404,0,54313,48592,196.504,160,267,46,1491,260,44,53,659,150,548,171,76,23,8575,318,0,318,201,67,43,141,2,8755,14393,22,51,6408,16419,24,33,25.1424,23115192,149,4311,10244
13827,0,57339,51037,63.435,163,274,45,1237,209,40,48,511,148,499,158,81,24,8888,327,-3,330,249,68,29,14,1,5979,14447,113,11,6412,13920,33,38,2.1343,23119100,157,580,196.448
11579,0,55686,49692,288.435,155,260,43,1498,261,42,53,656,151,557,168,75,23,8437,310,-4,314,195,64,12,451,3,7828,14374,31,41,6412,15822,62,26,16.6288,23115192,153,4311,5562.42
4248,0,50179,43210,259.919,136,240,28,1669,280,43,51,695,164,677,172,76,24,8222,289,-19,308,217,48,26,644,3,6797,14221,31,52,6412,15031,33,41,14.2474,23110120,137,31,5822.36
10117,0,36268,29682,61.209,108,205,6,1980,324,51,50,825,190,777,218,66,22,7712,247,-40,287,184,24,12,1384,2,26180,13961,21,62,6415,20125,63,25,35.1321,23115182,99,119,20949.1
4480,0,57021,50330,350.858,159,262,48,1704,284,49,52,747,176,616,206,80,25,8294,314,-1,315,199,69,36,369,2,8404,14368,21,41,6416,16408,39,25,26.0841,23121120,156,118,9620.19
10651,0,53014,48139,290.225,152,261,39,1221,198,39,50,516,144,516,156,80,24,8642,314,-9,323,261,109,36,172,2,5432,14241,22,31,6416,13224,39,25,12.6794,23121120,145,169,3353.9
9948,0,53680,45350,307.476,164,270,51,1501,255,46,51,660,159,542,176,78,24,8509,322,4,318,205,73,36,334,3,7575,14342,31,51,6418,15554,39,25,22.7836,23121120,147,4311,2202.09
12355,0,57184,50975,90,161,272,45,1201,198,39,48,496,145,496,155,82,24,8802,326,-3,329,272,68,29,10,1,4807,14398,113,11,6419,12812,33,38,1.90915,23119100,157,580,676.919
1202,1,58945,51888,45,170,279,54,1263,221,33,53,570,135,451,142,77,23,8715,330,8,322,212,77,,16,3,6994,14345,31,11,6419,15086,,,0.450149,23125100,162,,1154.4
13786,0,57212,50699,45,166,272,54,1614,267,48,50,681,175,598,193,79,24,8471,326,7,319,207,76,36,221,2,6357,14442,22,41,6420,14631,39,25,26.3342,23121120,157,5817,5398.67
13327,0,47167,41591,197.85,148,256,33,1418,240,43,48,586,159,559,173,76,23,8653,307,-14,321,232,54,12,271,2,8020,14175,21,51,6420,15538,62,26,34.5556,23121124,129,31,10203.2
5041,0,53475,47120,192.011,146,250,35,1692,291,47,52,732,169,624,202,75,24,8336,300,-12,312,186,55,12,437,2,15969,14174,21,62,6420,18438,62,26,14.9469,23121132,146,213,8155.67
13410,0,51582,44250,29.859,154,260,41,1492,261,42,52,646,149,563,164,75,23,8499,310,-4,314,194,62,31,409,3,7645,14387,31,41,6421,15679,36,33,19.0815,23121122,141,0,12291.4
8152,0,56542,48303,136.469,144,247,33,1698,291,47,51,727,171,627,205,75,24,8316,297,-14,311,184,53,31,505,2,23852,14221,21,62,6421,19650,36,33,17.041,23121122,155,207,13873.2
12707,0,57680,50357,259.875,157,262,44,1586,274,46,53,699,159,579,187,77,24,8472,313,-3,316,198,64,36,352,2,12609,14337,21,31,6422,17857,39,25,25.3632,23121120,158,4311,25831.1
10807,0,55658,49692,163.74,161,269,47,1429,249,39,53,635,146,523,161,76,23,8595,319,1,318,203,69,25,275,2,7324,14336,21,41,6422,15409,42,33,7.90716,23121120,153,4311,4900.87
9214,0,53804,48627,350.87,149,258,34,1318,218,41,48,539,155,537,165,78,24,8689,310,-13,323,234,57,41,333,2,6363,1421,21,41,6423,14137,21,38,17.4898,23121122,148,1081,3596.31
11903,0,53774,48597,37.3493,146,255,32,1337,220,42,48,546,156,546,167,78,24,8644,306,-16,322,230,54,41,360,2,6389,1421,21,41,6423,14158,21,38,14.8725,23121122,148,1081,3449.52
5142,0,48535,42416,356.987,147,255,33,1421,239,43,48,585,161,560,176,77,24,8617,306,-14,320,230,55,36,310,2,7943,1424,21,50,6423,15418,39,25,32.3833,23121120,133,31,1124.14
7318,0,57400,51098,180,163,274,44,1219,206,39,48,503,146,494,154,81,24,8949,327,-4,331,249,67,29,6,1,5729,14447,113,11,6427,13713,33,38,0,23119100,157,580,1096.02
11163,0,57400,51098,333.435,163,274,44,1219,206,39,48,503,146,494,154,81,24,8956,327,-4,331,249,67,29,3,1,5729,14447,113,11,6427,13714,33,38,1.42323,23119100,157,580,563.203
9366,0,56533,50025,360,153,260,39,1494,255,45,49,619,166,560,192,77,24,8563,313,-7,320,236,61,12,212,2,8434,14219,21,41,6428,15691,62,26,25.5374,23121120,155,207,370.595
12353,0,52917,44799,158.459,150,257,39,1549,271,41,52,652,155,627,162,79,25,8434,309,-7,316,233,61,26,470,2,7048,14323,21,52,6430,15270,33,41,12.7874,23110120,145,5817,7808.84
7546,0,51517,44097,278.13,156,265,40,1386,238,42,49,576,156,539,171,78,24,8759,318,-7,325,241,62,31,261,2,8342,14235,21,44,6433,15798,36,33,13.2627,23121122,141,213,13919.8
11687,0,47165,41560,283.707,148,256,33,1436,244,43,49,595,158,562,174,76,23,8640,307,-13,320,232,55,31,354,2,8324,14235,21,48,6433,15780,36,33,13.195,23121122,129,118,14588.2
7626,0,58737,51860,116.565,167,276,53,1326,239,34,53,571,133,509,140,76,23,8719,327,6,321,208,73,29,8,1,7334,14474,113,11,6436,15467,33,38,2.1343,23119100,161,5772,1637.84
6714,0,56052,49934,77.3004,159,268,47,1459,258,40,52,611,149,581,155,81,25,8560,321,0,321,243,68,26,144,2,8026,14314,21,51,6438,16130,33,41,22.0153,23110120,153,2402,931.331
4602,0,55717,49723,87.9098,161,269,48,1440,253,40,53,636,146,533,162,76,23,8576,319,1,318,202,69,12,194,2,7866,14354,22,37,6439,15853,62,26,37.2935,23115192,153,4311,10274.9
9380,0,54469,48774,260.754,155,262,43,1459,257,37,52,604,145,591,146,81,25,8487,314,-3,317,238,63,12,258,2,8004,14332,21,47,6439,15472,62,26,13.6059,23115192,149,2402,14909.2
11609,0,55257,49325,248.385,157,262,46,1601,271,48,52,706,165,579,189,77,24,8384,313,-2,315,197,67,36,181,1,8282,14399,111,41,6441,16137,39,25,17.5738,23121120,152,118,16161.4
3697,1,56914,50793,108.435,161,274,41,1132,182,35,49,476,133,476,136,83,24,9045,326,-10,336,274,64,22,-16,1,4146,1459,113,11,6442,12212,47,31,3.01696,23116140,156,580,0
3698,1,56914,50793,45,161,274,41,1132,182,35,49,476,133,476,136,83,24,9045,326,-10,336,274,64,22,-15,1,4146,1459,113,11,6442,12212,47,31,1.35022,23116140,156,580,0
11991,0,52742,47926,17.354,150,259,38,1217,197,39,51,522,139,522,157,80,25,8585,311,-9,320,259,108,12,201,1,5636,14217,113,31,6443,13369,62,26,10.5508,23121120,145,5817,720.74
8791,0,47379,41744,229.254,142,249,29,1451,243,43,48,598,161,575,175,75,23,8566,300,-18,318,225,50,36,496,2,7829,14189,21,51,6443,15370,39,25,25.4846,23115192,130,31,3736.84
4809,0,50727,43669,130.006,149,257,34,1433,244,43,48,594,160,560,176,77,23,8675,309,-12,321,233,56,12,277,2,8153,14215,22,52,6448,15616,63,25,22.1052,23115182,139,31,10708.4
13807,0,59527,52255,180,173,282,58,1440,245,45,49,618,161,521,174,79,24,8723,337,13,324,215,81,15,2,1,6547,1449,113,11,6450,14640,52,33,1.27303,23116142,163,5772,1762.24
10779,0,53495,45289,321.34,162,272,45,1343,233,41,49,560,151,521,167,78,23,8833,325,-2,327,247,67,31,116,1,8491,14265,111,41,6451,15931,36,33,12.0483,23121122,147,213,10076.2
5644,0,61716,56696,303.69,174,283,58,1420,236,44,47,596,169,497,183,77,23,8751,339,15,324,215,82,15,4,1,7211,145,123,11,6453,14835,52,33,1.14753,23116142,169,5817,2960.9
9770,0,55717,47447,201.181,136,238,27,1745,297,47,51,739,174,656,204,73,23,8177,286,-19,305,175,47,25,782,2,25757,14149,21,62,6454,20037,45,30,25.4846,23121132,153,2402,18915.7
12757,0,52742,47926,77.4712,145,253,33,1237,199,39,51,532,142,532,157,79,24,8560,306,-14,320,253,103,31,294,2,5570,14189,21,41,6456,13313,36,33,2.93211,23121120,145,169,560.377
10584,0,58882,51827,36.1932,165,273,50,1440,252,42,53,637,147,528,166,77,23,8653,324,3,321,206,71,31,102,2,8120,14367,21,20,6463,16035,36,33,15.7613,23121122,161,213,10076.2
10776,0,53069,45013,69.8637,154,260,42,1529,266,44,53,669,153,568,173,75,23,8467,310,-4,314,195,63,14,347,2,8222,14282,22,41,6464,16106,64,22,28.0376,23121122,145,213,9990.5
13667,0,54014,48626,114.829,154,263,39,1387,235,43,48,572,160,543,176,78,24,8691,316,-8,324,238,61,36,221,2,8075,14243,21,51,6464,15501,39,25,22.3002,23121120,148,119,193.298
9890,0,39852,36511,262.304,130,230,24,1840,308,50,51,782,179,696,206,71,23,7984,276,-22,298,169,43,27,693,2,11314,1433,22,62,6466,17399,40,33,31.8928,23110122,108,28,20213.4
6521,0,48959,42598,166.607,145,252,32,1470,248,44,48,606,163,573,181,76,23,8535,303,-14,317,227,53,36,458,2,8229,,21,52,6466,15605,39,25,6.8387,23115182,134,207,1552.62
12416,0,49632,42904,312.879,141,246,32,1627,276,43,51,677,162,656,169,77,24,8313,296,-14,310,223,52,26,640,2,7329,14292,21,52,6467,15505,33,41,11.9847,23115192,136,2402,7780.33
1649,1,58648,51830,24.444,167,277,52,1319,237,35,52,560,133,510,139,77,23,8745,328,6,322,251,72,22,8,2,7444,14443,22,11,6468,15550,47,31,3.84039,23121124,161,5772,564.003
1646,1,58648,51830,292.166,167,277,52,1316,236,35,52,558,133,509,139,77,23,8762,328,5,323,252,72,22,14,1,7438,14443,123,19,6468,15545,47,31,9.20035,23116140,161,5772,495.076
6078,0,51778,43451,94.9697,149,254,37,1595,276,45,52,685,160,597,185,75,23,8419,304,-9,313,190,58,12,441,2,13797,14256,21,41,6468,17710,62,26,27.1596,23115192,142,4311,6739.64
11661,0,49927,42963,68.4986,144,250,32,1561,265,45,49,648,168,591,193,76,24,8426,301,-14,315,226,54,25,397,2,8530,14238,21,51,6470,15722,42,33,11.1471,23121124,137,207,2392.81
8148,0,50362,43486,271.042,143,250,30,1452,243,44,48,597,163,573,178,76,23,8552,301,-17,318,226,51,36,368,2,7946,14242,21,42,6471,15423,39,25,16.9935,23121120,138,207,2206.35
8017,0,59190,52102,81.8699,164,273,50,1371,241,36,53,609,139,506,152,75,23,8644,323,3,320,206,72,31,65,2,6923,1445,21,25,6472,15099,36,33,6.72137,23121122,162,5772,5718.88
8139,0,55257,49325,62.2415,162,272,53,1522,259,47,53,679,159,543,183,80,24,8512,325,4,321,207,74,29,151,2,8259,14398,22,41,6472,16118,33,38,6.80226,23121120,152,118,15695.9
6682,0,56206,50026,211.43,167,276,53,1412,251,40,52,598,148,549,156,81,24,8673,331,6,325,209,75,26,198,2,7357,1436,21,34,6472,15532,33,41,19.3708,23110120,154,2402,6524.86
4754,0,49020,42659,81.2538,130,231,23,1747,295,47,51,733,169,674,189,70,23,8088,276,-23,299,169,42,22,730,3,8171,1422,31,52,6472,16079,48,30,20.0703,23121134,134,1081,15211.5
5042,0,53741,46289,90,146,250,34,1672,288,46,51,717,168,618,201,75,24,8381,299,-12,311,186,54,31,476,2,24500,14212,21,62,6472,19770,36,33,23.4287,23121122,147,207,16609.3
10580,0,56451,48150,321.34,146,254,37,1643,284,46,52,707,167,604,200,76,24,8435,305,-9,314,190,57,31,338,2,24045,14212,21,62,6472,19674,36,33,15.8855,23121122,155,207,15993.4
5969,0,52761,44676,7.98933,155,260,44,1596,273,47,53,707,161,580,186,77,24,8406,311,-4,315,196,65,25,286,2,8672,14274,21,53,6473,16375,45,30,17.7327,23121132,145,207,9103.13
6004,0,49137,42536,303.69,155,260,44,1596,273,47,53,707,161,580,186,77,24,8406,311,-4,315,196,65,25,435,2,8679,14274,21,62,6473,16379,45,30,23.7821,23121132,135,207,9596.18
9026,0,49107,42383,12.5288,150,259,37,1480,255,43,50,619,158,568,178,76,23,8609,309,-10,319,234,58,12,382,2,10212,14218,21,51,6475,16277,62,26,29.3976,23115192,135,213,12730.3
7451,0,50270,43425,250.907,151,260,36,1400,238,42,48,579,157,549,172,77,23,8701,312,-10,322,236,58,12,366,2,7981,14217,22,51,6475,15494,62,26,24.6343,23115192,138,1081,7131.45
5569,0,58706,51860,11.8887,168,277,52,1328,239,34,53,573,133,509,140,76,23,8745,328,6,322,209,73,41,11,1,7337,14436,113,11,6478,15470,21,38,6.15665,23121124,161,5772,406.665
12856,0,49719,43056,174.289,153,258,41,1534,266,44,53,670,154,571,172,75,23,8455,308,-6,314,193,62,12,308,2,8084,14317,22,51,6479,16008,62,26,12.5893,23115192,136,118,5768.16
5249,0,52947,44922,135,154,262,39,1424,245,43,49,592,158,550,175,77,23,8669,314,-8,322,237,60,12,272,2,8556,14223,21,41,6479,15930,62,26,8.93014,23115192,145,118,15398
5205,0,49753,43118,342.536,152,259,40,1534,267,44,53,666,153,575,171,74,23,8504,307,-6,313,193,60,14,370,2,8048,14288,21,41,6481,15991,64,22,27.3994,23115192,136,2401,14929.4
8481,0,57268,50605,214.624,170,275,56,1602,267,48,51,689,173,585,195,81,25,8523,330,8,322,210,79,29,86,2,7238,14459,21,31,6482,15463,33,38,15.8307,23121120,157,213,5596.98
12476,0,57057,50485,145.408,171,278,58,1570,262,48,51,675,170,572,191,81,25,8549,332,10,322,212,80,36,92,2,7137,1452,21,31,6483,15340,39,25,11.0734,23121120,157,5772,5545.85
5840,0,58352,50753,244.612,157,264,44,1544,269,44,53,674,155,570,181,77,24,8535,315,-3,318,198,65,43,213,2,13623,14351,21,41,6483,17845,24,33,19.9416,23115152,160,207,16240.6
7552,0,39523,36360,221.987,120,220,13,1718,277,48,48,697,180,664,202,72,23,8046,268,-34,302,198,33,25,1086,2,9442,1486,21,61,6484,15789,45,30,54.8478,23115152,107,577,3330.37
3594,1,56824,50762,38.6598,162,276,41,1121,178,33,49,473,127,472,129,82,24,9126,328,-10,338,252,63,15,11,3,3556,14256,31,11,6488,11652,52,33,2.03732,23125100,156,,230.414
3566,1,56854,50792,165.964,162,276,41,1121,178,33,49,473,127,472,129,82,24,9126,328,-10,338,252,63,,14,3,3588,14256,31,11,6488,11687,,,1.3122,23125100,156,,350.303
6680,0,53744,45657,46.4943,159,271,40,1269,215,38,48,526,142,506,148,77,23,8967,323,-7,330,246,62,31,160,2,6026,14256,21,41,6489,13889,36,33,24.319,23121122,147,580,5538.14
4094,0,50475,43207,78.5507,150,256,36,1531,262,45,49,637,166,576,192,77,24,8535,308,-10,318,232,58,36,403,2,9140,14248,21,32,6491,15856,39,25,24.1228,23119100,138,207,3336.69
2070,1,57826,51341,180,165,276,48,1207,203,35,48,498,130,478,132,78,23,8894,328,0,328,251,68,,-2,3,5756,14422,31,11,6492,13851,,,0,23125100,159,,671.555
